,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143
10,500.17535,0.0,0.0,0.0,0.0,0.0,0.0,447.18555,490.86105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.9066,0.0,509.0744,539.80853,437.8586,0.0,0.0,0.0,454.97296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.53848,0.0,363.92258,408.4193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.8678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.97464,459.06772,0.0,0.0,476.30753,0.0,0.0,433.9186,0.0,0.0,0.0,0.0,502.98752,548.8925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.01627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.67706,0.0,0.0,0.0,504.0738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.2998,0.0,0.0,0.0,554.467,0.0,0.0,0.0,0.0,0.0,0.0,555.6839,0.0,0.0,546.0158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,506.40924,0.0,0.0,0.0,0.0,423.76694,0.0,0.0,576.331,480.99133,0.0,0.0,402.75443,479.20163,0.0,0.0,0.0,0.0,0.0,397.6627,0.0,512.8524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.26526,0.0,0.0,0.0,0.0,0.0,0.0,375.94745,0.0,0.0,376.23734,405.8233,0.0,0.0,435.70148,0.0,0.0,0.0,0.0,0.0,431.97647,477.05804,0.0,0.0,0.0,480.47012,0.0,0.0,538.2988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.46817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.14127,0.0,0.0,0.0,0.0,564.6464,0.0,0.0,0.0,0.0,425.22577,0.0,0.0,0.0,565.7958,532.8937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,547.7662,0.0,0.0,435.78638,0.0,0.0,0.0,0.0,0.0,490.6196,416.60544,0.0,0.0,472.88638,0.0,0.0,0.0,511.21967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.1829,467.61026,0.0,0.0,0.0,557.5182,620.3647,0.0,506.29684,0.0,0.0,0.0,0.0,0.0,564.4322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.90073,0.0,0.0,0.0,0.0,0.0,469.47195,427.59967,542.9666,0.0,0.0,0.0,0.0,0.0,574.5812,497.13815,0.0,0.0,0.0,0.0,0.0,523.44727,0.0,569.14215,0.0,0.0,0.0,555.77136,0.0,0.0,0.0,0.0,0.0,0.0,520.7125,0.0,0.0,0.0,0.0,0.0,608.13403,0.0,548.7652,0.0,515.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,408.3952,0.0,0.0,0.0,0.0,0.0,0.0,587.4484,0.0,0.0,0.0,0.0,527.91046,507.603,480.31604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.89453,536.835,0.0,415.75546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.5585,492.7666,0.0,0.0,0.0,480.80887,0.0,0.0,428.94498,0.0,0.0,0.0,433.0835,496.45914,0.0,0.0,446.69803,0.0,0.0,0.0,0.0,514.545,526.03723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.29575,0.0,0.0,599.4951,421.5713,0.0,0.0,0.0,417.97925,0.0,0.0,0.0,0.0,585.3582,0.0,0.0,0.0,0.0,522.7696,0.0,0.0,0.0,578.6927,0.0,568.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,491.063,0.0,0.0,446.51657,0.0,526.7281,559.7731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.00552,402.53482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.78525,402.6666,0.0,0.0,482.74704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.19745,0.0,0.0,0.0,0.0,443.72983,0.0,459.55588,0.0,546.45105,0.0,0.0,0.0,0.0,0.0,556.17926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.61307,530.40063,0.0,0.0,0.0,526.0696,0.0,0.0,0.0,613.3104,0.0,0.0,487.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.70044,0.0,0.0,0.0,0.0,571.4509,0.0,591.712,0.0,0.0,0.0,585.4019,540.47394,0.0,0.0,539.0141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.89008,0.0,0.0,0.0,0.0,576.51184,0.0,0.0,0.0,531.04724,0.0,0.0,470.14655,0.0,0.0,463.73328,573.14355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.4864,0.0,0.0,391.94794,0.0,444.3099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.25595,0.0,0.0,0.0,456.15732,0.0,0.0,0.0,0.0,0.0,413.3962,427.2958,0.0,0.0,0.0,558.8725,0.0,525.76935,0.0,505.8924,0.0,0.0,0.0,0.0,0.0,0.0,481.56403,0.0,515.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.992,379.6805,0.0,0.0,0.0,0.0,571.14246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.92,543.38696,0.0,0.0,0.0,603.0752,0.0,573.5508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,487.5415,0.0,0.0,431.49,489.29416,0.0,0.0,0.0,522.7481,0.0,528.4036,0.0,0.0,0.0,0.0,417.77585,0.0,0.0,398.64923,569.8598,0.0,621.49426,0.0,0.0,0.0,0.0,0.0,442.45087,0.0,0.0,378.1517,0.0,0.0,0.0,552.37164,0.0,415.3633,0.0,0.0,402.647,0.0,0.0,0.0,0.0,437.35602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.70227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.28284,0.0,495.58624,0.0,552.00415,506.50558,0.0,608.13403,0.0,0.0,0.0,595.9424,499.04272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.69653,0.0,534.08923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,423.545,0.0,387.8567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.30304,0.0,491.26196,0.0,0.0,0.0,491.77774,0.0,0.0,0.0,0.0,0.0,354.8874,408.21042,0.0,366.68948,0.0,0.0,477.19952,0.0,0.0,517.7572,274.89188,0.0,0.0,0.0,0.0,361.24728,0.0,485.51355,0.0,0.0,499.08795,0.0,415.3514,0.0,379.3978,0.0,0.0,0.0,0.0,519.43744,449.0233,0.0,0.0,0.0,0.0,481.4432,398.12845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.17667,0.0,0.0,0.0,0.0,495.75995,0.0,0.0,0.0,0.0,0.0,0.0,523.7658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.1747,0.0,0.0,0.0,0.0,0.0,564.7982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,494.5606,0.0,0.0,0.0,0.0,0.0,591.80115,593.25635,0.0,0.0,0.0,0.0,378.54703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.88852,478.84708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.83585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.06494,398.09174,0.0,0.0,0.0,0.0,0.0,0.0,514.5624,494.81042,0.0,0.0,449.1721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.70285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.95334,0.0,0.0,542.9707,531.03064,0.0,0.0,0.0,0.0,541.1536,351.67346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.38135,0.0,418.16977,0.0,0.0,0.0,496.10132,0.0,604.78217,0.0,0.0,0.0,0.0,0.0,521.2587,0.0,0.0,593.7349,0.0,592.0377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.4689,480.09686,529.2071,495.5647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.86407,0.0,0.0,0.0,0.0,0.0,0.0,555.044,0.0,598.9179,0.0,431.68817,0.0,0.0,548.9223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.27283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.3739,0.0,0.0,580.6493,540.058,0.0,432.96057,0.0,0.0,0.0,0.0,0.0,460.762,0.0,0.0,0.0,0.0,0.0,0.0,446.89258,425.97092,503.09567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.13745,0.0,0.0,0.0,0.0,0.0,581.70935,0.0,497.35666,0.0,0.0,0.0,0.0,549.12134,0.0,0.0,0.0,597.74506,0.0,611.7916,0.0,0.0,567.8271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.31915,0.0,0.0,580.6182,0.0,0.0,0.0,0.0,438.8052,0.0,397.9574,0.0,0.0,0.0,0.0,0.0,0.0,509.89554,382.63278,0.0,0.0,0.0,0.0,567.3557,0.0,0.0,0.0,0.0,520.5836,0.0,0.0,417.62552,390.4874,0.0,427.9291,0.0,0.0,0.0,458.90152,0.0,0.0,0.0,0.0,0.0,414.9966,0.0,0.0,0.0,0.0,500.51703,0.0,0.0,0.0,0.0,461.4994,402.71844,0.0,0.0,0.0,0.0,465.49292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.88828,0.0,542.47205,0.0,0.0,0.0,0.0,0.0,437.9832,0.0,0.0,0.0,386.09985,0.0,0.0,0.0,0.0,554.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.83325,0.0,0.0,0.0,559.1589,617.21967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,509.05768,0.0,0.0,0.0,0.0,0.0,0.0,548.7305,534.3376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.87357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.01984,0.0,0.0,0.0,0.0,0.0,494.3104,0.0,0.0,0.0,0.0,0.0,0.0,491.70773,0.0,373.96295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.3405,448.86603,0.0,0.0,458.90637,0.0,0.0,485.87122,0.0,0.0,0.0,0.0,0.0,0.0,275.4739,0.0,0.0,0.0,0.0,0.0,430.50476,0.0,504.84747,0.0,0.0,0.0,0.0,0.0,403.00293,0.0,0.0,401.49414,0.0,0.0,0.0,0.0,0.0,0.0,478.23178,0.0,549.6489,523.4007,0.0,0.0,0.0,551.397,0.0,0.0,494.91855,431.28134,0.0,0.0,0.0,0.0,0.0,0.0,575.22687,0.0,0.0,0.0,0.0,515.19507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
