,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143
0,0.0,0.0,0.0,0.0,417.85635,0.0,0.0,0.0,0.0,0.0,0.0,496.86752,458.68378,0.0,0.0,0.0,0.0,559.6526,427.52557,0.0,0.0,0.0,547.3357,476.0133,397.69955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.61243,0.0,333.78543,0.0,0.0,498.63657,0.0,547.622,542.496,0.0,0.0,0.0,381.23944,0.0,451.80872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.41797,0.0,0.0,0.0,0.0,0.0,484.8213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.63632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.706,0.0,564.35034,462.77603,0.0,0.0,611.0252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.25305,0.0,0.0,0.0,0.0,0.0,555.09357,0.0,0.0,0.0,0.0,0.0,0.0,587.3745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,554.28577,481.38885,0.0,479.0711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.1663,523.46075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.94992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.5422,0.0,482.31992,0.0,0.0,446.97754,0.0,595.11945,0.0,0.0,0.0,0.0,0.0,464.8276,0.0,447.75143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.7383,0.0,394.85306,0.0,0.0,0.0,0.0,0.0,365.58777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.65387,0.0,0.0,0.0,437.1005,0.0,471.5929,0.0,533.8813,614.7031,516.2576,0.0,542.15967,0.0,0.0,567.7102,0.0,604.0452,471.67633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,451.6487,0.0,564.8387,0.0,0.0,0.0,0.0,0.0,582.9852,0.0,371.71555,516.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.9445,0.0,0.0,458.6075,510.90125,0.0,0.0,471.57742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.31845,0.0,0.0,0.0,502.0684,0.0,0.0,0.0,436.14462,463.52545,0.0,483.69037,491.42017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.54492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0251,0.0,0.0,0.0,0.0,380.6735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.98236,454.6326,563.50824,452.1799,0.0,0.0,0.0,0.0,583.2432,0.0,0.0,0.0,0.0,0.0,0.0,540.27795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.93274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,486.49002,0.0,513.08496,422.97458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.72534,0.0,448.34637,0.0,0.0,0.0,469.2437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.75162,465.32452,0.0,0.0,563.3057,0.0,0.0,0.0,404.14658,465.36823,0.0,501.0618,0.0,0.0,500.6466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.1519,0.0,0.0,0.0,0.0,498.2948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.30475,0.0,0.0,452.57108,532.3262,0.0,0.0,542.78827,562.1258,0.0,575.6305,0.0,0.0,0.0,0.0,554.1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.7828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.13153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0927,0.0,0.0,0.0,0.0,0.0,524.3641,388.8936,576.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.93478,0.0,0.0,0.0,365.52188,0.0,0.0,396.6611,0.0,499.92175,0.0,0.0,0.0,486.419,371.33603,0.0,0.0,0.0,0.0,0.0,0.0,443.1295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.14124,603.30084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.00974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.5769,0.0,0.0,0.0,424.67123,0.0,0.0,0.0,0.0,0.0,479.2793,0.0,0.0,0.0,0.0,0.0,508.82703,0.0,0.0,441.80676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.2509,0.0,547.315,0.0,0.0,0.0,0.0,557.61334,0.0,582.70856,553.222,0.0,0.0,0.0,0.0,610.85974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,511.37515,0.0,0.0,0.0,0.0,0.0,0.0,609.97906,587.1681,588.4051,574.2969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.15344,0.0,451.72064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.23285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.58304,0.0,0.0,0.0,0.0,0.0,505.40848,0.0,0.0,534.3367,0.0,606.3354,0.0,607.7782,412.71143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.08087,0.0,0.0,0.0,395.52545,0.0,0.0,0.0,0.0,0.0,470.61713,524.14124,522.7439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.82925,469.51837,0.0,0.0,0.0,0.0,0.0,540.4423,620.8518,0.0,513.97284,0.0,0.0,563.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,516.30695,0.0,0.0,0.0,0.0,530.9426,0.0,0.0,511.23383,524.7375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.62946,0.0,0.0,0.0,0.0,492.40378,0.0,428.97278,0.0,0.0,0.0,0.0,0.0,341.6956,0.0,0.0,0.0,389.22308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.56445,0.0,563.1865,0.0,0.0,0.0,437.57867,0.0,0.0,0.0,0.0,463.8156,0.0,0.0,0.0,451.876,0.0,0.0,0.0,389.18625,0.0,0.0,0.0,421.9267,0.0,0.0,0.0,0.0,0.0,337.97174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.87952,508.29987,0.0,0.0,507.7818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.01373,0.0,505.66006,0.0,0.0,481.80887,0.0,0.0,0.0,0.0,0.0,587.7917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.66064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,523.47284,0.0,0.0,0.0,607.8682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.1446,0.0,0.0,0.0,0.0,490.95056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.25598,0.0,500.54813,404.56018,433.456,0.0,464.75247,0.0,0.0,0.0,477.02133,0.0,0.0,0.0,0.0,391.48978,0.0,0.0,0.0,0.0,458.81116,0.0,0.0,0.0,0.0,481.7026,0.0,0.0,408.56714,0.0,0.0,532.79834,430.6933,0.0,0.0,388.61108,0.0,0.0,434.35968,0.0,0.0,0.0,0.0,0.0,433.82303,0.0,0.0,0.0,0.0,0.0,0.0,369.20355,0.0,0.0,0.0,0.0,544.4694,0.0,0.0,531.85876,0.0,0.0,0.0,522.3557,553.29254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.75366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,471.3061,0.0,0.0,516.8512,489.24802,0.0,0.0,0.0,0.0,0.0,0.0,560.0559,0.0,0.0,462.64044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.9891,426.2127,0.0,0.0,592.24634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.5083,0.0,0.0,486.6883,518.7134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.48495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0139,0.0,0.0,0.0,0.0,0.0,0.0,483.2325,554.49,0.0,596.51624,0.0,0.0,0.0,0.0,438.47137,606.8834,0.0,432.12796,401.8397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.91675,0.0,0.0,0.0,486.03265,0.0,0.0,0.0,0.0,556.53595,0.0,0.0,0.0,565.2018,0.0,0.0,0.0,0.0,576.4418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,547.7904,0.0,0.0,0.0,0.0,624.83075,481.5863,0.0,0.0,0.0,0.0,457.4602,0.0,0.0,0.0,0.0,497.32022,0.0,475.5745,0.0,489.92972,443.06265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.51154,0.0,0.0,0.0,0.0,0.0,381.74814,491.27087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.43408,0.0,473.33728,0.0,0.0,0.0,0.0,495.5856,0.0,0.0,0.0,0.0,0.0,541.7576,0.0,501.4472,0.0,0.0,0.0,0.0,571.0851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.92783,0.0,0.0,0.0,590.574,401.99454,0.0,0.0,0.0,0.0,401.82465,0.0,0.0,0.0,0.0,535.12744,0.0,0.0,0.0,546.4851,0.0,0.0,0.0,0.0,544.65314,0.0,569.65045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
