115  1039  808  1963  577  808  1270  1732  1963  2194  115  1270  1501  1732  2194  115  577  1270  1963  577  1039  1963  346  2425  2656
115  115  346  346  577  577  577  577  577  577  808  808  808  808  808  1039  1501  1501  1501  1732  1732  1963  2194  2194  2194
