577  1501  2656  346  808  1963  1732  2425  808  1732  1270  1732  808  1963  2194  2425  2656  115  808  1270  1963  115  346  2194  346
115  115  115  346  346  346  577  577  808  808  1039  1039  1270  1270  1270  1270  1270  1501  1501  1501  1732  1963  1963  1963  2194
