1270  1732  346  1501  1963  2194  346  1039  1501  1963  2194  2425  808  1039  1270  1501  1039  115  1963  1963  2656  577  1501  1732  2425
115  115  346  346  346  346  577  577  577  577  577  577  808  808  808  808  1039  1501  1501  1732  1732  1963  1963  1963  1963
