577  1270  1732  577  808  1270  1732  1963  2425  1270  1732  808  1501  1963  1039  1963  1270  346  808  1039  346  1039  1963  2425  2656
115  115  115  346  346  346  346  577  577  808  808  1039  1039  1039  1270  1270  1732  1963  1963  1963  2194  2194  2194  2194  2194
