2194  115  1732  1963  2194  2425  346  115  808  1270  1501  808  1039  808  1270  2425  346  2194  115  346  577  1270  2194  1270  1732
115  346  346  346  346  577  808  1039  1039  1039  1039  1270  1270  1501  1501  1501  1732  1732  1963  1963  1963  1963  1963  2194  2194
