1039  1732  2656  2194  2656  2656  577  808  1501  1732  1270  2656  577  1963  346  1270  1501  1732  2425  115  808  1501  2194  115  1732
115  115  115  346  346  577  808  808  808  808  1039  1039  1270  1270  1501  1501  1732  1732  1732  1963  1963  1963  1963  2194  2194
