1732  2194  2425  346  1732  2425  2656  808  1732  115  1039  2425  2656  577  1501  1963  577  1963  2194  2425  115  115  1963  1501  2194
115  115  115  346  346  346  346  577  577  808  808  1039  1039  1270  1270  1270  1501  1501  1501  1501  1732  1963  1963  2194  2194
