2194  1501  577  2194  577  1039  2194  2656  115  1963  577  1039  2194  115  577  1039  1732  1963  2425  1501  1963  2656  346  1732  1963
115  346  808  808  1039  1039  1039  1039  1270  1270  1501  1501  1501  1732  1732  1732  1732  1732  1732  1963  1963  1963  2194  2194  2194
