1270  115  1270  1501  1732  2425  2656  346  346  577  1501  2194  346  577  1270  2425  2656  2194  115  346  1270  2425  808  1732  2194
115  346  346  346  346  808  808  1039  1270  1270  1270  1270  1501  1501  1501  1501  1501  1732  1963  1963  1963  1963  2194  2194  2194
