115  1270  1039  1732  1963  1039  1732  1039  1732  2194  1270  577  1270  1732  2194  2425  115  1963  346  577  2194  2425  1732  1963  2656
115  115  346  346  346  577  577  808  808  808  1039  1270  1270  1270  1270  1270  1501  1501  1732  1732  1732  1963  2194  2194  2194
