577  1963  2194  2656  1501  1732  577  1039  1270  1501  1039  577  808  2194  577  346  808  1270  2425  808  1270  1963  1501  1963  2194
115  115  346  346  577  577  808  808  808  808  1039  1270  1270  1270  1501  1732  1732  1732  1732  1963  1963  1963  2194  2194  2194
