1501  1732  1963  115  808  1039  1963  2194  1270  1501  1732  2656  1501  1963  346  1270  577  808  1501  1963  1501  346  115  577  1732
346  346  346  577  577  577  577  577  808  808  808  808  1039  1039  1270  1270  1501  1501  1501  1501  1732  1963  2194  2194  2194
