808  1732  1270  115  1501  115  2194  2425  115  808  1501  2194  2425  2194  1501  1732  1963  2194  2656  1501  2194  1732  1270  2425  2656
115  115  346  577  577  808  808  808  1039  1039  1039  1039  1039  1270  1501  1501  1501  1501  1501  1732  1732  1963  2194  2194  2194
